,Item_Fat_Content,Item_MRP,Item_Outlet_Sales,Item_Type_Category,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type
2449,Low Fat,91.61200000000001,93.212,Drinks,0.05869048,17.25,1998,OUT010,Tier 3,Medium,Grocery Store
2450,Low Fat,237.05900000000003,2836.308,Non-Consumable,0.018982338,17.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
2451,Low Fat,179.6976,3621.952,Non-Consumable,0.059405152,14.6,1997,OUT046,Tier 1,Small,Supermarket Type1
2452,Low Fat,76.467,1761.0410000000002,FOOD,0.027059264,10.1,2004,OUT035,Tier 2,Small,Supermarket Type1
2453,Low Fat,119.2098,1325.6078,FOOD,0.071244438,10.5,2004,OUT035,Tier 2,Small,Supermarket Type1
2454,Low Fat,186.9556,3942.8676,Non-Consumable,0.007455054,12.6,2004,OUT035,Tier 2,Small,Supermarket Type1
2455,Low Fat,153.6682,3506.7686,Non-Consumable,0.046088273,18.7,1997,OUT046,Tier 1,Small,Supermarket Type1
2456,Low Fat,127.1678,3560.6984,FOOD,0.09618555599999999,5.985,2009,OUT018,Tier 3,Medium,Supermarket Type2
2457,Low Fat,221.4114,5099.3622,FOOD,0.11487406,12.1,1997,OUT046,Tier 1,Small,Supermarket Type1
2458,Regular,196.0426,2570.6538,FOOD,0.08364371599999999,13.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
2459,Regular,181.695,2563.33,FOOD,0.022965292,19.2,2002,OUT045,Tier 2,Medium,Supermarket Type1
2460,Low Fat,146.3102,2187.153,Drinks,0.014584584,5.78,2002,OUT045,Tier 2,Medium,Supermarket Type1
2461,Regular,130.9968,2348.9424,FOOD,0.059716729,7.17,2004,OUT035,Tier 2,Small,Supermarket Type1
2462,Regular,88.1514,1682.4766,FOOD,0.062224479000000006,20.85,1997,OUT046,Tier 1,Small,Supermarket Type1
2463,Low Fat,215.7218,4274.436,Non-Consumable,0.034360687,18.75,1999,OUT049,Tier 1,Medium,Supermarket Type1
2464,Low Fat,123.4072,3185.1872,FOOD,0.050708743,7.5,1987,OUT013,Tier 3,High,Supermarket Type1
2465,Regular,230.5352,4580.704000000001,FOOD,0.036957777000000004,10.395,2002,OUT045,Tier 2,Medium,Supermarket Type1
2466,Regular,223.5404,1800.3232,FOOD,0.023530952999999997,12.8,1997,OUT046,Tier 1,Small,Supermarket Type1
2467,Regular,170.4422,517.3266,FOOD,0.058681957,11.65,1987,OUT013,Tier 3,High,Supermarket Type1
2468,Low Fat,258.0646,5668.6212,FOOD,0.064728148,20.2,2007,OUT017,Tier 2,Medium,Supermarket Type1
2469,Regular,103.0016,2125.2336,FOOD,0.06595278007399345,11.35,2004,OUT035,Tier 2,Small,Supermarket Type1
2470,Regular,186.5924,555.2772,FOOD,0.12077345099999999,8.71,1998,OUT010,Tier 3,Medium,Grocery Store
2471,Regular,177.3028,1948.1308,FOOD,0.11591197199999999,8.31,2002,OUT045,Tier 2,Medium,Supermarket Type1
2472,Regular,188.8214,188.4214,FOOD,0.10985775,19.0,1998,OUT010,Tier 3,Medium,Grocery Store
2473,Low Fat,121.7072,367.5216,FOOD,0.05085390099999999,7.5,2002,OUT045,Tier 2,Medium,Supermarket Type1
2474,Low Fat,84.6882,601.2174,Non-Consumable,0.090295708,6.525,1997,OUT046,Tier 1,Small,Supermarket Type1
2475,Low Fat,122.0098,361.5294,FOOD,0.029084547999999998,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
2476,Low Fat,77.0354,2332.2974,Non-Consumable,0.026769592000000002,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2477,Regular,182.8608,4042.7376,FOOD,0.137580452,6.985,1999,OUT049,Tier 1,Medium,Supermarket Type1
2478,Low Fat,192.2478,1356.2346,Non-Consumable,0.066816565,11.3,2002,OUT045,Tier 2,Medium,Supermarket Type1
2479,Regular,189.053,948.765,Drinks,0.01179078,6.115,1998,OUT010,Tier 3,Medium,Grocery Store
2480,Regular,194.2452,782.9808,FOOD,0.036921781,9.5,1998,OUT010,Tier 3,Medium,Grocery Store
2481,Low Fat,134.2942,1192.4478,FOOD,0.12274238900000001,15.7,2002,OUT045,Tier 2,Medium,Supermarket Type1
2482,Low Fat,143.2154,1701.7848,FOOD,0.089971292,16.0,1997,OUT046,Tier 1,Small,Supermarket Type1
2483,Regular,198.7768,3153.2288,FOOD,0.09918699199999999,13.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
2484,Low Fat,39.0164,1042.6428,Drinks,0.06595278007399345,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2485,Low Fat,90.6488,633.8416,FOOD,0.036596012000000004,16.85,2007,OUT017,Tier 2,Medium,Supermarket Type1
2486,Low Fat,107.62799999999999,213.05599999999998,Drinks,0.041821227,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
2487,Regular,157.563,312.926,FOOD,0.016635488,14.85,1998,OUT010,Tier 3,Medium,Grocery Store
2488,Low Fat,197.21099999999998,3142.5759999999996,FOOD,0.090084098,18.2,2002,OUT045,Tier 2,Medium,Supermarket Type1
2489,Low Fat,119.1756,1696.4584,FOOD,0.008960445,11.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
2490,Regular,64.9168,639.168,FOOD,0.162418495,21.1,2007,OUT017,Tier 2,Medium,Supermarket Type1
2491,Low Fat,110.7912,109.1912,Non-Consumable,0.056237906,15.2,1998,OUT010,Tier 3,Medium,Grocery Store
2492,Low Fat,37.7506,796.9626,Drinks,0.071498575,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2493,Low Fat,213.25599999999997,4687.232,Non-Consumable,0.009791467,9.06,1999,OUT049,Tier 1,Medium,Supermarket Type1
2494,Low Fat,191.253,3036.048,FOOD,0.072820885,11.5,1987,OUT013,Tier 3,High,Supermarket Type1
2495,Low Fat,66.8142,2372.9112,Non-Consumable,0.07335428599999999,11.15,2004,OUT035,Tier 2,Small,Supermarket Type1
2496,Regular,57.2562,770.3306,FOOD,0.068010049,13.5,2002,OUT045,Tier 2,Medium,Supermarket Type1
2497,Regular,221.8456,663.1368,FOOD,0.087406863,15.1,1997,OUT046,Tier 1,Small,Supermarket Type1
2498,Regular,98.2384,2167.8448,FOOD,0.030198227999999997,8.3,1999,OUT049,Tier 1,Medium,Supermarket Type1
2499,Regular,196.41099999999997,2749.7540000000004,FOOD,0.024442501000000002,14.15,1999,OUT049,Tier 1,Medium,Supermarket Type1
2500,Low Fat,107.3912,3057.3536,Non-Consumable,0.033436336000000004,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2501,Regular,190.1188,1904.1879999999999,FOOD,0.039844429,8.365,1997,OUT046,Tier 1,Small,Supermarket Type1
2502,Regular,53.0666,512.6659999999999,FOOD,0.055805027,11.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
2503,Low Fat,42.277,605.878,Non-Consumable,0.04788860599999999,19.6,2004,OUT035,Tier 2,Small,Supermarket Type1
2504,Regular,189.6214,2826.321,FOOD,0.065735977,19.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
2505,Low Fat,212.9218,3846.9924,FOOD,0.07608971099999999,18.25,1999,OUT049,Tier 1,Medium,Supermarket Type1
2506,Regular,63.5194,557.2746,FOOD,0.020908608000000002,19.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
2507,Low Fat,251.704,3542.0559999999996,FOOD,0.030678825,12.85,2002,OUT045,Tier 2,Medium,Supermarket Type1
2508,Low Fat,106.7622,2964.1416,FOOD,0.111381428,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2509,Low Fat,163.7526,2960.1468,FOOD,0.039738393,19.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
2510,Regular,60.5536,490.0288,FOOD,0.01903743,15.7,2007,OUT017,Tier 2,Medium,Supermarket Type1
2511,Low Fat,151.3708,3611.2992,FOOD,0.06356617,13.3,1997,OUT046,Tier 1,Small,Supermarket Type1
2512,Low Fat,59.022,1378.2060000000001,FOOD,0.11255385300000001,10.395,2009,OUT018,Tier 3,Medium,Supermarket Type2
2513,Regular,143.7154,3119.9388,FOOD,0.013493914,10.5,2004,OUT035,Tier 2,Small,Supermarket Type1
2514,Low Fat,224.8088,2013.3792,FOOD,0.11810276900000001,19.35,1997,OUT046,Tier 1,Small,Supermarket Type1
2515,Low Fat,198.9084,4761.8016,FOOD,0.06682033,14.1,1987,OUT013,Tier 3,High,Supermarket Type1
2516,Regular,188.753,7590.12,FOOD,0.040205535,8.6,1997,OUT046,Tier 1,Small,Supermarket Type1
2517,Low Fat,166.4842,1326.2736,Non-Consumable,0.038816115,17.1,2002,OUT045,Tier 2,Medium,Supermarket Type1
2518,Regular,32.8558,713.0718,FOOD,0.076348933,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2519,Low Fat,38.9822,982.055,Non-Consumable,0.032819637,20.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
2520,Regular,134.4942,2119.9072,FOOD,0.09624984199999999,15.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
2521,Regular,176.937,4234.488,FOOD,0.06595278007399345,6.69,2007,OUT017,Tier 2,Medium,Supermarket Type1
2522,Low Fat,121.044,2396.88,Drinks,0.06595278007399345,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2523,Low Fat,250.7408,5757.8384,FOOD,0.010003986999999999,7.905,1987,OUT013,Tier 3,High,Supermarket Type1
2524,Low Fat,118.5124,1303.6364,FOOD,0.12445204800000001,18.0,1997,OUT046,Tier 1,Small,Supermarket Type1
2525,Regular,50.835,599.22,FOOD,0.154363209,7.84,2007,OUT017,Tier 2,Medium,Supermarket Type1
2526,Regular,144.67600000000002,3954.8520000000003,FOOD,0.066551268,15.15,2007,OUT017,Tier 2,Medium,Supermarket Type1
2527,Regular,175.8054,1050.6324,FOOD,0.17370354899999998,15.2,1998,OUT010,Tier 3,Medium,Grocery Store
2528,Low Fat,197.2768,6503.5344,FOOD,0.054025644000000005,19.85,1997,OUT046,Tier 1,Small,Supermarket Type1
2529,Low Fat,231.601,5972.226,FOOD,0.03523927,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2530,Low Fat,91.3146,1641.8628,FOOD,0.09338538099999999,7.325,1997,OUT046,Tier 1,Small,Supermarket Type1
2531,Low Fat,148.4392,2087.9488,Non-Consumable,0.024937792,5.88,2002,OUT045,Tier 2,Medium,Supermarket Type1
2532,Regular,174.7712,3339.6528,FOOD,0.060654268,10.695,2004,OUT035,Tier 2,Small,Supermarket Type1
2533,Low Fat,106.0938,2787.0388,Drinks,0.06912336,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2534,Low Fat,179.5976,2535.3664,Non-Consumable,0.025953257,20.25,1997,OUT046,Tier 1,Small,Supermarket Type1
2535,Regular,257.0646,8760.5964,FOOD,0.07884393,8.05,2007,OUT017,Tier 2,Medium,Supermarket Type1
2536,Low Fat,112.186,1018.674,FOOD,0.033851785,11.65,2004,OUT035,Tier 2,Small,Supermarket Type1
2537,Low Fat,222.6088,1789.6704,FOOD,0.118342285,19.35,2002,OUT045,Tier 2,Medium,Supermarket Type1
2538,Low Fat,115.8834,1382.2008,FOOD,0.058121214000000004,7.235,2004,OUT035,Tier 2,Small,Supermarket Type1
2539,Low Fat,209.9928,5259.82,FOOD,0.015457803,12.15,2004,OUT035,Tier 2,Small,Supermarket Type1
2540,Low Fat,94.1436,1512.6976,FOOD,0.116152226,8.615,1987,OUT013,Tier 3,High,Supermarket Type1
2541,Regular,105.0306,2090.612,FOOD,0.087260103,6.765,1997,OUT046,Tier 1,Small,Supermarket Type1
2542,Regular,87.25399999999999,1211.756,FOOD,0.011126299999999999,10.3,1997,OUT046,Tier 1,Small,Supermarket Type1
2543,Regular,89.4856,1230.3984,FOOD,0.038167453,13.15,2007,OUT017,Tier 2,Medium,Supermarket Type1
2544,Regular,109.5228,1657.842,FOOD,0.076547632,8.84,2004,OUT035,Tier 2,Small,Supermarket Type1
2545,Regular,122.573,739.038,Drinks,0.06595278007399345,8.26,2002,OUT045,Tier 2,Medium,Supermarket Type1
2546,Low Fat,108.9228,1105.228,FOOD,0.074931201,20.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
2547,Low Fat,185.1898,2619.2572,FOOD,0.06595278007399345,9.695,2004,OUT035,Tier 2,Small,Supermarket Type1
2548,Low Fat,194.6136,2721.7904,Non-Consumable,0.16758389,18.85,1997,OUT046,Tier 1,Small,Supermarket Type1
2549,Low Fat,140.9154,6381.693,FOOD,0.054318517000000004,18.25,1999,OUT049,Tier 1,Medium,Supermarket Type1
2550,Regular,44.4744,769.6648,FOOD,0.060800115999999994,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2551,Low Fat,101.7674,1120.5414,Non-Consumable,0.06595278007399345,5.32,1987,OUT013,Tier 3,High,Supermarket Type1
2552,Regular,157.3972,1869.5664,FOOD,0.032152786,8.115,2004,OUT035,Tier 2,Small,Supermarket Type1
2553,Low Fat,139.8496,1411.496,Non-Consumable,0.055840055,15.1,1997,OUT046,Tier 1,Small,Supermarket Type1
2554,Low Fat,215.9192,1941.4728,Non-Consumable,0.070968081,8.42,2007,OUT017,Tier 2,Medium,Supermarket Type1
2555,Low Fat,216.2534,4301.068,FOOD,0.08199601299999999,9.0,2004,OUT035,Tier 2,Small,Supermarket Type1
2556,Regular,57.3588,343.5528,FOOD,0.08273726099999999,8.18,2009,OUT018,Tier 3,Medium,Supermarket Type2
2557,Low Fat,191.4188,3998.7948,FOOD,0.011206632,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2558,Low Fat,36.719,585.904,FOOD,0.014047825,15.35,2002,OUT045,Tier 2,Medium,Supermarket Type1
2559,Regular,177.0344,535.3032,FOOD,0.045982389000000005,20.6,1987,OUT013,Tier 3,High,Supermarket Type1
2560,Low Fat,124.4388,1609.9044,Drinks,0.042256257,9.3,1987,OUT013,Tier 3,High,Supermarket Type1
2561,Low Fat,42.876999999999995,649.155,Non-Consumable,0.06595278007399345,19.6,1999,OUT049,Tier 1,Medium,Supermarket Type1
2562,Low Fat,247.8118,2223.1062,FOOD,0.056424145999999994,11.3,2004,OUT035,Tier 2,Small,Supermarket Type1
2563,Low Fat,124.8704,2127.8968,FOOD,0.170254469,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2564,Regular,215.5218,4060.7142,FOOD,0.084749164,15.3,2004,OUT035,Tier 2,Small,Supermarket Type1
2565,Low Fat,184.495,3844.995,Non-Consumable,0.014541462,8.235,2007,OUT017,Tier 2,Medium,Supermarket Type1
2566,Low Fat,228.5352,1832.2816,FOOD,0.091763303,15.2,1997,OUT046,Tier 1,Small,Supermarket Type1
2567,Low Fat,110.9912,1310.2944,FOOD,0.069851683,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2568,Low Fat,37.019,659.1419999999999,Drinks,0.039004193,9.0,2002,OUT045,Tier 2,Medium,Supermarket Type1
2569,Regular,150.9024,4402.2696,FOOD,0.05060313,9.0,2002,OUT045,Tier 2,Medium,Supermarket Type1
2570,Regular,190.8504,3643.2576,FOOD,0.113195815,15.35,2004,OUT035,Tier 2,Small,Supermarket Type1
2571,Regular,35.0558,33.9558,FOOD,0.134327613,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
2572,Regular,193.382,4247.804,FOOD,0.054584207,20.1,2004,OUT035,Tier 2,Small,Supermarket Type1
2573,Regular,87.854,259.66200000000003,FOOD,0.018623146,10.3,1998,OUT010,Tier 3,Medium,Grocery Store
2574,Low Fat,118.7124,2607.2728,FOOD,0.09327891199999999,12.35,2004,OUT035,Tier 2,Small,Supermarket Type1
2575,Low Fat,152.5682,1372.2138,Drinks,0.086957199,8.88,2002,OUT045,Tier 2,Medium,Supermarket Type1
2576,Low Fat,176.437,529.311,FOOD,0.13689554,15.85,1998,OUT010,Tier 3,Medium,Grocery Store
2577,Low Fat,140.1496,846.8976,FOOD,0.090043082,14.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
2578,Low Fat,148.6418,2648.5524,Non-Consumable,0.014251461000000002,20.25,2002,OUT045,Tier 2,Medium,Supermarket Type1
2579,Low Fat,93.61200000000001,1584.604,Non-Consumable,0.035711426,16.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
2580,Regular,156.7946,3629.2758,FOOD,0.043655155,13.6,1997,OUT046,Tier 1,Small,Supermarket Type1
2581,Regular,42.9112,809.6128,Drinks,0.10856806699999999,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2582,Low Fat,119.5466,117.8466,FOOD,0.090480214,20.35,1998,OUT010,Tier 3,Medium,Grocery Store
2583,Low Fat,145.076,1611.236,FOOD,0.027942357,7.275,2004,OUT035,Tier 2,Small,Supermarket Type1
2584,Low Fat,109.2912,2402.2064,FOOD,0.041730507,19.7,2004,OUT035,Tier 2,Small,Supermarket Type1
2585,Low Fat,109.1886,4225.1668,FOOD,0.099589909,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2586,Low Fat,47.106,139.81799999999998,FOOD,0.294939214,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
2587,Low Fat,196.81099999999998,4517.4529999999995,Non-Consumable,0.008829805999999999,14.15,2009,OUT018,Tier 3,Medium,Supermarket Type2
2588,Low Fat,130.8626,1573.9512,FOOD,0.067722325,19.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
2589,Low Fat,234.5616,6796.4864,FOOD,0.060405784000000004,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2590,Low Fat,37.119,842.237,Non-Consumable,0.06595278007399345,20.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
2591,Low Fat,89.9146,1277.0044,Drinks,0.077193561,6.96,1997,OUT046,Tier 1,Small,Supermarket Type1
2592,Low Fat,62.5168,447.4176,FOOD,0.013869039,15.35,2009,OUT018,Tier 3,Medium,Supermarket Type2
2593,Low Fat,114.586,1584.604,Non-Consumable,0.067290244,17.1,2002,OUT045,Tier 2,Medium,Supermarket Type1
2594,Regular,142.2838,1685.8056,FOOD,0.146960375,10.195,2002,OUT045,Tier 2,Medium,Supermarket Type1
2595,Low Fat,82.9908,503.3448,FOOD,0.018632082,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
2596,Low Fat,162.8552,3574.0144,FOOD,0.096536082,5.78,1999,OUT049,Tier 1,Medium,Supermarket Type1
2597,Low Fat,108.2596,1186.4556,Drinks,0.084008316,6.385,2002,OUT045,Tier 2,Medium,Supermarket Type1
2598,Low Fat,184.9924,3146.5708,FOOD,0.005638944,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2599,Low Fat,248.5092,6474.2392,FOOD,0.01601936,9.3,2004,OUT035,Tier 2,Small,Supermarket Type1
2600,Regular,188.024,745.696,FOOD,0.13187274,13.65,1998,OUT010,Tier 3,Medium,Grocery Store
2601,Low Fat,59.0246,1853.5872,FOOD,0.114863923,9.195,2004,OUT035,Tier 2,Small,Supermarket Type1
2602,Low Fat,141.747,3006.087,FOOD,0.103138922,9.17,1999,OUT049,Tier 1,Medium,Supermarket Type1
2603,Low Fat,53.2982,736.3748,FOOD,0.056191301,12.6,2002,OUT045,Tier 2,Medium,Supermarket Type1
2604,Low Fat,188.7214,3956.8494,FOOD,0.01867669,14.85,2007,OUT017,Tier 2,Medium,Supermarket Type1
2605,Regular,120.5098,1807.6470000000002,FOOD,0.021578923,19.35,2007,OUT017,Tier 2,Medium,Supermarket Type1
2606,Low Fat,52.2324,467.3916,Drinks,0.06595278007399345,18.7,2004,OUT035,Tier 2,Small,Supermarket Type1
2607,Regular,187.62400000000002,3542.0559999999996,FOOD,0.032242661,5.46,2002,OUT045,Tier 2,Medium,Supermarket Type1
2608,Low Fat,120.9414,1949.4624,FOOD,0.025962713999999998,8.785,2004,OUT035,Tier 2,Small,Supermarket Type1
2609,Low Fat,210.8612,3344.9792,FOOD,0.096407554,12.6,2002,OUT045,Tier 2,Medium,Supermarket Type1
2610,Low Fat,127.3336,2684.5056,Non-Consumable,0.050256604,8.76,2009,OUT018,Tier 3,Medium,Supermarket Type2
2611,Regular,58.7562,592.562,FOOD,0.05823462099999999,12.3,2002,OUT045,Tier 2,Medium,Supermarket Type1
2612,Low Fat,103.1964,736.3748,Non-Consumable,0.023931217,19.6,1987,OUT013,Tier 3,High,Supermarket Type1
2613,Low Fat,105.5622,211.7244,FOOD,0.28406587899999997,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
2614,Regular,76.2354,1279.0018,FOOD,0.033692089,8.155,2009,OUT018,Tier 3,Medium,Supermarket Type2
2615,Regular,223.8404,7201.2928,FOOD,0.023417003999999998,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2616,Low Fat,171.2422,3103.9596,Drinks,0.034647829,7.97,2007,OUT017,Tier 2,Medium,Supermarket Type1
2617,Low Fat,167.6132,1522.0188,FOOD,0.142219209,18.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
2618,Low Fat,191.5846,2101.9306,FOOD,0.11089655,11.1,2002,OUT045,Tier 2,Medium,Supermarket Type1
2619,Low Fat,164.6184,2972.1312,Non-Consumable,0.006708517,9.6,1999,OUT049,Tier 1,Medium,Supermarket Type1
2620,Low Fat,148.105,149.805,FOOD,0.10341925699999999,9.27,1998,OUT010,Tier 3,Medium,Grocery Store
2621,Low Fat,61.2194,433.4358,FOOD,0.032180494,13.35,1997,OUT046,Tier 1,Small,Supermarket Type1
2622,Regular,260.8962,4920.9278,FOOD,0.066717378,11.3,2004,OUT035,Tier 2,Small,Supermarket Type1
2623,Low Fat,107.6622,1164.4842,FOOD,0.128814669,19.0,2007,OUT017,Tier 2,Medium,Supermarket Type1
2624,Low Fat,35.6874,846.8976,FOOD,0.111500259,12.3,2002,OUT045,Tier 2,Medium,Supermarket Type1
2625,Low Fat,118.3808,2812.3392,FOOD,0.010497273,6.425,2007,OUT017,Tier 2,Medium,Supermarket Type1
2626,Regular,84.954,865.54,FOOD,0.020653603,11.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
2627,Low Fat,195.91099999999997,2946.165,FOOD,0.042687151,5.19,1999,OUT049,Tier 1,Medium,Supermarket Type1
2628,Low Fat,163.5184,3137.2496,FOOD,0.021705417,12.15,1987,OUT013,Tier 3,High,Supermarket Type1
2629,Low Fat,86.6198,1657.1762,FOOD,0.026651183999999998,15.25,1999,OUT049,Tier 1,Medium,Supermarket Type1
2630,Regular,221.6772,3113.2808,FOOD,0.106968096,11.8,1987,OUT013,Tier 3,High,Supermarket Type1
2631,Regular,253.4724,1510.0344,FOOD,0.030686952000000003,15.7,2002,OUT045,Tier 2,Medium,Supermarket Type1
2632,Regular,103.5674,1629.8784,FOOD,0.008191729,16.75,1997,OUT046,Tier 1,Small,Supermarket Type1
2633,Regular,42.2138,690.4346,FOOD,0.048218142,10.8,1999,OUT049,Tier 1,Medium,Supermarket Type1
2634,Regular,220.3772,4447.544,FOOD,0.10703694300000001,11.8,2004,OUT035,Tier 2,Small,Supermarket Type1
2635,Low Fat,166.1842,5470.8786,FOOD,0.032381325,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2636,Regular,168.7158,2673.8528,FOOD,0.034043502999999996,7.81,1999,OUT049,Tier 1,Medium,Supermarket Type1
2637,Regular,177.2712,3339.6528,FOOD,0.036027524,11.1,1997,OUT046,Tier 1,Small,Supermarket Type1
2638,Low Fat,38.3164,502.0132,FOOD,0.06595278007399345,12.85,2004,OUT035,Tier 2,Small,Supermarket Type1
2639,Regular,216.7508,3038.7112,FOOD,0.02498633,10.5,2004,OUT035,Tier 2,Small,Supermarket Type1
2640,Low Fat,161.0236,1288.9888,Drinks,0.11503240599999999,6.135,1997,OUT046,Tier 1,Small,Supermarket Type1
2641,Low Fat,216.9166,4354.332,FOOD,0.068765925,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2642,Low Fat,125.17299999999999,3202.498,Non-Consumable,0.0067270080000000005,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2643,Low Fat,249.6092,5976.2208,FOOD,0.016087659,9.3,2009,OUT018,Tier 3,Medium,Supermarket Type2
2644,Low Fat,54.6614,884.1824,FOOD,0.06595278007399345,16.6,2007,OUT017,Tier 2,Medium,Supermarket Type1
2645,Low Fat,142.947,3006.087,Non-Consumable,0.051936086,8.51,2004,OUT035,Tier 2,Small,Supermarket Type1
2646,Low Fat,95.441,3282.3940000000002,Non-Consumable,0.1442339,8.645,2007,OUT017,Tier 2,Medium,Supermarket Type1
2647,Regular,128.83100000000002,1038.6480000000001,FOOD,0.05443912,8.6,1987,OUT013,Tier 3,High,Supermarket Type1
2648,Low Fat,196.4768,6306.4576,FOOD,0.033059299,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2649,Low Fat,158.4604,2693.8268,Non-Consumable,0.089778187,14.5,1997,OUT046,Tier 1,Small,Supermarket Type1
2650,Low Fat,149.5734,2524.0478,FOOD,0.053372768,6.65,1999,OUT049,Tier 1,Medium,Supermarket Type1
2651,Regular,225.9036,3643.2576,FOOD,0.022406575,20.1,1987,OUT013,Tier 3,High,Supermarket Type1
2652,Regular,179.266,1438.128,FOOD,0.065896556,15.25,1997,OUT046,Tier 1,Small,Supermarket Type1
2653,Low Fat,182.3292,4195.8716,FOOD,0.088305201,17.7,2007,OUT017,Tier 2,Medium,Supermarket Type1
2654,Low Fat,97.3068,1263.6884,FOOD,0.022566975,7.075,1997,OUT046,Tier 1,Small,Supermarket Type1
2655,Low Fat,129.3652,2066.6432,FOOD,0.06595278007399345,11.5,1987,OUT013,Tier 3,High,Supermarket Type1
2656,Regular,254.533,1281.665,FOOD,0.077756427,5.82,2007,OUT017,Tier 2,Medium,Supermarket Type1
2657,Low Fat,155.1656,4016.1056,Drinks,0.020609218000000002,8.785,1999,OUT049,Tier 1,Medium,Supermarket Type1
2658,Regular,129.1626,3672.5528,FOOD,0.06595278007399345,5.465,1997,OUT046,Tier 1,Small,Supermarket Type1
2659,Low Fat,140.9154,2127.231,Non-Consumable,0.013066448,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2660,Regular,52.56399999999999,2290.3520000000003,FOOD,0.135118202,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2661,Regular,252.2724,1258.362,FOOD,0.030624844,15.7,1997,OUT046,Tier 1,Small,Supermarket Type1
2662,Low Fat,251.9066,4267.1122,Non-Consumable,0.09270568300000001,7.39,1987,OUT013,Tier 3,High,Supermarket Type1
2663,Low Fat,102.9332,102.5332,FOOD,0.042941559000000004,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
2664,Low Fat,48.6034,291.6204,FOOD,0.03748996,6.8,2004,OUT035,Tier 2,Small,Supermarket Type1
2665,Regular,80.2302,2139.2154,FOOD,0.025795292999999997,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2666,Low Fat,120.2124,1540.6612,FOOD,0.046115083,11.5,2004,OUT035,Tier 2,Small,Supermarket Type1
2667,Regular,45.606,1724.422,FOOD,0.053170949,17.6,2004,OUT035,Tier 2,Small,Supermarket Type1
2668,Regular,34.9558,645.1602,FOOD,0.08291501700000001,7.75,2004,OUT035,Tier 2,Small,Supermarket Type1
2669,Low Fat,148.6076,3990.8052,FOOD,0.082028694,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
2670,Low Fat,161.8236,1611.236,FOOD,0.076975118,18.6,1999,OUT049,Tier 1,Medium,Supermarket Type1
